FEATURES_TXT_BEGIN_0 0 17 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
0 -27.0873 -19.3635 0 -27.2811 -21.2315 -285 -566.876 -106 105 -292.413 -148.516 -389.249 -357.907 
0 -28.6967 -18.9652 0 -28.8905 -20.892 -281 -570.88 -106 105 -291.262 -148.083 -389.195 -358.381 
0 -29.3701 -18.9161 0 -28.8905 -21.5919 -283 -567.285 -106 105 -295.668 -147.893 -385.259 -352.692 
0 -27.0873 -18.9949 0 -27.2811 -21.9854 -285 -559.306 -106 105 -296.378 -151.268 -386.542 -353.878 
0 -29.3701 -18.9161 0 -28.8905 -20.4933 -283 -567.285 -106 105 -295.668 -147.893 -385.259 -352.692 
0 -27.0873 -19.4135 0 -27.2811 -22.3345 -285 -565.974 -106 105 -291.053 -149.752 -389.815 -359.952 
0 -27.0873 -18.9949 0 -27.2811 -20.8868 -285 -559.306 -106 105 -296.378 -151.268 -386.542 -353.878 
0 -27.0873 -19.4135 0 -27.2811 -21.2359 -285 -565.974 -106 105 -291.053 -149.752 -389.815 -359.952 
0 -27.0873 -19.3635 0 -27.2811 -22.3301 -285 -566.876 -106 105 -292.413 -148.516 -389.249 -357.907 
0 -27.0873 -19.4105 0 -27.2811 -22.3345 -285 -562.885 -106 105 -292.409 -150.085 -389.345 -359.512 
0 -27.0873 -18.9509 0 -27.2811 -21.981 -285 -566.386 -106 105 -295.026 -149.364 -386.916 -352.714 
0 -27.0873 -19.4105 0 -27.2811 -21.2359 -285 -562.885 -106 105 -292.409 -150.085 -389.345 -359.512 
0 -27.0873 -19.3665 0 -27.2811 -21.2315 -285 -569.965 -106 105 -291.057 -148.182 -389.719 -358.347 
0 -27.0873 -18.9509 0 -27.2811 -20.8824 -285 -566.386 -106 105 -295.026 -149.364 -386.916 -352.714 
0 -27.0873 -18.9478 0 -27.2811 -21.981 -285 -563.296 -106 105 -296.382 -149.698 -386.446 -352.274 
0 -27.0873 -19.3665 0 -27.2811 -22.3301 -285 -569.965 -106 105 -291.057 -148.182 -389.719 -358.347 
0 -27.0873 -18.9478 0 -27.2811 -20.8824 -285 -563.296 -106 105 -296.382 -149.698 -386.446 -352.274 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 1 90 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-1.08542 -3.44075 -1.74692 0 -2.68981 -1.89972 -30 -67.4578 -14 14 -40.0678 -21.069 -38.7932 -39.0378 
-1.08542 -3.44075 -1.74692 0 -2.68981 -2.99834 -30 -67.4578 -14 14 -40.0678 -21.069 -38.7932 -39.0378 
-1.08542 -3.44075 -1.64102 0 -2.68981 -1.77561 -30 -61.521 -15 14 -44.137 -21.7081 -37.5689 -34.3672 
-1.08542 -3.44075 -1.88358 0 -2.68981 -2.01817 -30 -71.1838 -14 14 -38.8666 -19.9263 -39.5148 -39.6927 
-1.08542 -3.44075 -1.88358 0 -2.68981 -3.11678 -30 -71.1838 -14 14 -38.8666 -19.9263 -39.5148 -39.6927 
-1.08542 -3.44075 -1.73322 0 -2.68981 -1.88566 -30 -68.878 -14 14 -39.7708 -20.3813 -40.1237 -39.7454 
-1.08542 -3.44075 -1.73322 0 -2.68981 -2.98428 -30 -68.878 -14 14 -39.7708 -20.3813 -40.1237 -39.7454 
-1.08542 -3.44075 -1.62732 0 -2.68981 -1.76155 -30 -62.9413 -15 14 -43.84 -21.0203 -38.8993 -35.0747 
-1.08542 -3.44075 -1.86989 0 -2.68981 -2.00411 -30 -72.604 -14 14 -38.5696 -19.2385 -40.8452 -40.4003 
-1.08542 -3.44075 -1.86989 0 -2.68981 -3.10272 -30 -72.604 -14 14 -38.5696 -19.2385 -40.8452 -40.4003 
