SCORES_TXT_BEGIN_0 0 94 9 BLEU
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 12 0 11 0 10 0 9 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 12 0 11 0 10 0 9 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 12 0 11 0 10 0 9 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 12 0 11 0 10 0 9 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 12 0 11 0 10 0 9 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 12 0 11 0 10 0 9 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 12 0 11 0 10 0 9 14 
2 12 0 11 0 10 0 9 14 
2 13 0 12 0 11 0 10 14 
2 12 0 11 0 10 0 9 14 
2 12 0 11 0 10 0 9 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 12 0 11 0 10 0 9 14 
2 13 0 12 0 11 0 10 14 
2 14 0 13 0 12 0 11 14 
2 13 0 12 0 11 0 10 14 
2 12 0 11 0 10 0 9 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
2 13 0 12 0 11 0 10 14 
